#(carId,StartTime,RoadId...)
(14035,29,5032)
(14036,61,5022)
(14037,29,5050)
(14038,29,5083)
(14039,29,5044)
(14040,1,5014)
(14041,49,5090)
(14042,21,5023)
(14043,2,5029)
(14044,9,5023)
(14045,4,5094)
(14046,16,5032)
(14047,10,5063)
(14048,16,5014)
(14049,16,5002)
(14050,4,5002)
(14051,29,5064)
(14052,29,5079)
(14053,12,5022)
(14054,29,5005)
(14055,29,5091)
(14056,49,5025)
(14057,16,5011)
(14058,60,5041)
(14059,49,5037)
(14060,49,5007)
(14061,2,5044)
(14062,52,5055)
(14063,1,5049)
(14064,4,5062)
(14065,6,5051)
(14066,10,5029)
(14067,57,5050)
(14068,21,5023)
(14069,29,5002)
(14070,49,5007)
(14071,32,5077)
(14072,55,5052)
(14073,29,5039)
(14074,29,5009)
(14075,33,5052)
(14076,16,5014)
(14077,4,5083)
(14078,23,5022)
(14079,1,5010)
(14080,49,5010)
(14081,29,5078)
(14082,29,5032)
(14083,7,5054)
(14084,29,5011)
(14085,49,5008)
(14086,16,5095)
(14087,2,5082)
(14088,21,5004)
(14089,1,5003)
(14090,2,5041)
(14091,29,5039)
(14092,49,5024)
(14093,29,5000)
(14094,5,5044)
(14095,16,5007)
(14096,18,5077)
(14097,49,5081)
(14098,16,5081)
(14099,29,5096)
(14100,16,5054)
(14101,1,5094)
(14102,1,5062)
(14103,21,5052)
(14104,30,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5082,5088,5089)
(14105,2,5040)
(14106,49,5092)
(14107,18,5077)
(14108,29,5044)
(14109,7,5051)
(14110,8,5066)
(14111,9,5066)
(14112,2,5086)
(14113,1,5086)
(14114,16,5093)
(14115,16,5091)
(14116,5,5052)
(14117,49,5027)
(14118,49,5088)
(14119,16,5095)
(14120,16,5082)
(14121,1,5078)
(14122,49,5092)
(14123,49,5069)
(14124,19,5077)
(14125,16,5068)
(14126,10,5008)
(14127,16,5083)
(14128,16,5067)
(14129,1,5062)
(14130,4,5092)
(14131,49,5051)
(14132,1,5006)
(14133,49,5091)
(14134,16,5054)
(14135,7,5092)
(14136,16,5014)
(14137,29,5009)
(14138,19,5077)
(14139,8,5051)
(14140,29,5088)
(14141,49,5009)
(14142,16,5063)
(14143,49,5040)
(14144,13,5023)
(14145,51,5007,5022,5035,5048,5056,5057)
(14146,16,5013)
(14147,49,5040)
(14148,29,5062)
(14149,49,5027)
(14150,49,5064)
(14151,6,5067)
(14152,7,5013)
(14153,1,5012)
(14154,16,5001)
(14155,1,5035)
(14156,16,5014)
(14157,31,5082)
(14158,1,5055)
(14159,16,5009)
(14160,29,5040)
(14161,49,5078)
(14162,49,5024)
(14163,1,5014)
(14164,29,5005)
(14165,1,5078)
(14166,55,5097)
(14167,8,5093)
(14168,16,5065)
(14169,29,5003)
(14170,8,5081)
(14171,49,5059)
(14172,49,5049)
(14173,49,5068)
(14174,29,5037)
(14175,32,5077)
(14176,55,5023)
(14177,16,5050)
(14178,5,5091)
(14179,1,5007)
(14180,5,5069)
(14181,29,5032)
(14182,50,5005)
(14183,52,5046)
(14184,23,5022)
(14185,52,5046)
(14186,1,5093)
(14187,17,5007,5022,5035,5041,5042,5043,5051,5058,5059)
(14188,29,5065)
(14189,31,5082)
(14190,50,5006)
(14191,1,5090)
(14192,5,5062)
(14193,29,5035)
(14194,29,5006)
(14195,16,5035)
(14196,29,5013)
(14197,9,5049)
(14198,16,5078)
(14199,30,5007,5022,5035,5048,5062,5077,5084,5085)
(14200,29,5065)
(14201,9,5096)
(14202,50,5091)
(14203,29,5095)
(14204,29,5069)
(14205,1,5001)
(14206,1,5003)
(14207,4,5091)
(14208,8,5009)
(14209,1,5005)
(14210,16,5048)
(14211,16,5059)
(14212,50,5013)
(14213,16,5028)
(14214,50,5083)
(14215,29,5067)
(14216,8,5035)
(14217,1,5066)
(14218,29,5054)
(14219,6,5083)
(14220,10,5091)
(14221,16,5063)
(14222,1,5092)
(14223,16,5037)
(14224,16,5006)
(14225,50,5038)
(14226,37,5023)
(14227,4,5024)
(14228,17,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103)
(14229,5,5078)
(14230,31,5097)
(14231,29,5008)
(14232,16,5078)
(14233,9,5091)
(14234,29,5007)
(14235,16,5044)
(14236,2,5059)
(14237,32,5077)
(14238,29,5092)
(14239,1,5081)
(14240,1,5090)
(14241,10,5064)
(14242,16,5027)
(14243,50,5011)
(14244,54,5002)
(14245,16,5079)
(14246,29,5029)
(14247,19,5046)
(14248,16,5032)
(14249,16,5006)
(14250,50,5051)
(14251,4,5086)
(14252,16,5083)
(14253,54,5002)
(14254,50,5081)
(14255,29,5094)
(14256,16,5062)
(14257,2,5000)
(14258,1,5040)
(14259,16,5096)
(14260,50,5001)
(14261,30,5041)
(14262,29,5014)
(14263,20,5046)
(14264,16,5001)
(14265,16,5039)
(14266,16,5063)
(14267,32,5022)
(14268,5,5097)
(14269,16,5000)
(14270,16,5028)
(14271,16,5097)
(14272,7,5063)
(14273,16,5083)
(14274,55,5023)
(14275,29,5009)
(14276,19,5077)
(14277,2,5010)
(14278,29,5044)
(14279,50,5094)
(14280,17,5024)
(14281,5,5049)
(14282,1,5025)
(14283,29,5005)
(14284,17,5079)
(14285,17,5097)
(14286,29,5092)
(14287,33,5052)
(14288,31,5012)
(14289,50,5095)
(14290,1,5095)
(14291,29,5050)
(14292,50,5067)
(14293,55,5046)
(14294,1,5008)
(14295,50,5012)
(14296,29,5039)
(14297,64,5086)
(14298,29,5079)
(14299,29,5051)
(14300,50,5094)
(14301,7,5003)
(14302,17,5088)
(14303,1,5054)
(14304,29,5067)
(14305,10,5063)
(14306,7,5003)
(14307,7,5095)
(14308,29,5010)
(14309,33,5077)
(14310,50,5096)
(14311,50,5003)
(14312,17,5079)
(14313,17,5068)
(14314,50,5028)
(14315,29,5064)
(14316,5,5010)
(14317,21,5052)
(14318,2,5078)
(14319,29,5028)
(14320,17,5091)
(14321,10,5044)
(14322,29,5094)
(14323,55,5055)
(14324,7,5086)
(14325,29,5006)
(14326,34,5097)
(14327,6,5025)
(14328,50,5062)
(14329,29,5028)
(14330,13,5052)
(14331,29,5007)
(14332,6,5005)
(14333,7,5096)
(14334,55,5052)
(14335,51,5008)
(14336,20,5046)
(14337,29,5062)
(14338,8,5049)
(14339,29,5037)
(14340,55,5023)
(14341,51,5040)
(14342,1,5009)
(14343,4,5068)
(14344,29,5001)
(14345,8,5009)
(14346,7,5005)
(14347,51,5090)
(14348,17,5092)
(14349,51,5049)
(14350,51,5090)
(14351,1,5059)
(14352,1,5009)
(14353,51,5039)
(14354,17,5054)
(14355,51,5032)
(14356,5,5006)
(14357,51,5069)
(14358,3,5005)
(14359,5,5055)
(14360,51,5062)
(14361,1,5095)
(14362,8,5048)
(14363,2,5077)
(14364,61,5022)
(14365,1,5009)
(14366,51,5040)
(14367,1,5044)
(14368,21,5023)
(14369,51,5065)
(14370,1,5082)
(14371,29,5010)
(14372,55,5004)
(14373,35,5077)
(14374,1,5083)
(14375,1,5059)
(14376,17,5091)
(14377,4,5012)
(14378,29,5000)
(14379,1,5091)
(14380,51,5037)
(14381,1,5067)
(14382,8,5054)
(14383,31,5063)
(14384,29,5048)
(14385,17,5048)
(14386,8,5054)
(14387,17,5066)
(14388,3,5082)
(14389,17,5006)
(14390,17,5050)
(14391,29,5095)
(14392,1,5014)
(14393,1,5095)
(14394,29,5091)
(14395,51,5035)
(14396,3,5029)
(14397,51,5003)
(14398,33,5052)
(14399,55,5097)
(14400,17,5014)
(14401,8,5010)
(14402,29,5008)
(14403,29,5064)
(14404,1,5011)
(14405,17,5002)
(14406,19,5077)
(14407,55,5055)
(14408,51,5044)
(14409,21,5004)
(14410,18,5086)
(14411,1,5006)
(14412,17,5092)
(14413,17,5090)
(14414,51,5078)
(14415,7,5002)
(14416,17,5014)
(14417,51,5014)
(14418,29,5049)
(14419,29,5088)
(14420,51,5013)
(14421,35,5077)
(14422,17,5091)
(14423,7,5095)
(14424,17,5012)
(14425,3,5006)
(14426,51,5091)
(14427,10,5095)
(14428,51,5083)
(14429,7,5097)
(14430,9,5038)
(14431,17,5059)
(14432,51,5011)
(14433,17,5013)
(14434,4,5055)
(14435,29,5051)
(14436,1,5007)
(14437,29,5069)
(14438,17,5083)
(14439,17,5064)
(14440,29,5095)
(14441,29,5001)
(14442,51,5009)
(14443,3,5059)
(14444,1,5065)
(14445,9,5050)
(14446,17,5082)
(14447,17,5032)
(14448,17,5049)
(14449,10,5086)
(14450,51,5093)
(14451,17,5093)
(14452,29,5003)
(14453,55,5046)
(14454,10,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103,5104)
(14455,17,5001)
(14456,17,5028)
(14457,64,5086)
(14458,17,5088)
(14459,17,5063)
(14460,31,5063)
(14461,10,5027)
(14462,31,5063)
(14463,51,5059)
(14464,61,5022)
(14465,6,5062)
(14466,1,5006)
(14467,1,5083)
(14468,51,5014)
(14469,17,5091)
(14470,62,5022)
(14471,51,5088)
(14472,51,5008)
(14473,29,5054)
(14474,65,5022)
(14475,37,5023)
(14476,6,5011)
(14477,5,5004)
(14478,4,5002)
(14479,52,5007,5022,5035,5048,5056,5057)
(14480,8,5095)
(14481,3,5083)
(14482,7,5094)
(14483,1,5028)
(14484,31,5002)
(14485,17,5035)
(14486,37,5004)
(14487,9,5050)
(14488,1,5041)
(14489,52,5037)
(14490,7,5009)
(14491,3,5025)
(14492,29,5027)
(14493,29,5027)
(14494,10,5003)
(14495,1,5091)
(14496,17,5028)
(14497,17,5013)
(14498,29,5035)
(14499,52,5001)
(14500,52,5010)
(14501,17,5009)
(14502,2,5032)
(14503,36,5077)
(14504,17,5067)
(14505,29,5093)
(14506,4,5008)
(14507,52,5032)
(14508,1,5007,5022,5035,5041,5042,5043,5051)
(14509,6,5038)
(14510,29,5050)
(14511,52,5012)
(14512,52,5062)
(14513,57,5079)
(14514,3,5005)
(14515,29,5029)
(14516,9,5023)
(14517,1,5086)
(14518,17,5005)
(14519,17,5097)
(14520,1,5009)
(14521,52,5003)
(14522,55,5023)
(14523,17,5066)
(14524,2,5096)
(14525,1,5000)
(14526,30,5041)
(14527,29,5029)
(14528,31,5063)
(14529,9,5008)
(14530,17,5010)
(14531,17,5013)
(14532,52,5062)
(14533,57,5050)
(14534,55,5046)
(14535,31,5082)
(14536,5,5004)
(14537,29,5096)
(14538,17,5083)
(14539,29,5044)
(14540,52,5090)
(14541,29,5005)
(14542,29,5011)
(14543,17,5081)
(14544,17,5032)
(14545,8,5013)
(14546,17,5044)
(14547,17,5081)
(14548,30,5041)
(14549,1,5097)
(14550,29,5003)
(14551,6,5066)
(14552,29,5040)
(14553,29,5032)
(14554,17,5006)
(14555,17,5035)
(14556,7,5005)
(14557,6,5081)
(14558,37,5004)
(14559,62,5077)
(14560,17,5051)
(14561,6,5077)
(14562,30,5066)
(14563,30,5066)
(14564,10,5086)
(14565,1,5096)
(14566,3,5005)
(14567,17,5065)
(14568,1,5037)
(14569,30,5028)
(14570,4,5055)
(14571,30,5008)
(14572,52,5025)
(14573,52,5011)
(14574,52,5038)
(14575,31,5079)
(14576,30,5014)
(14577,58,5050)
(14578,52,5007)
(14579,17,5088)
(14580,63,5077)
(14581,7,5012)
(14582,61,5041)
(14583,52,5090)
(14584,30,5067)
(14585,55,5097)
(14586,17,5038)
(14587,17,5006)
(14588,17,5066)
(14589,30,5013)
(14590,17,5014)
(14591,1,5048)
(14592,19,5077)
(14593,4,5068)
(14594,1,5002)
(14595,17,5078)
(14596,3,5025)
(14597,52,5028)
(14598,1,5028)
(14599,9,5051)
(14600,30,5054)
(14601,17,5005)
(14602,52,5011)
(14603,21,5004)
(14604,1,5093)
(14605,52,5029)
(14606,30,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5075)
(14607,8,5011)
(14608,17,5011)
(14609,52,5095)
(14610,30,5048)
(14611,31,5041)
(14612,52,5012)
(14613,17,5064)
(14614,10,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103)
(14615,52,5088)
(14616,17,5028)
(14617,8,5028)
(14618,9,5055)
(14619,4,5063)
(14620,17,5062)
(14621,52,5059)
(14622,30,5067)
(14623,21,5004)
(14624,52,5025)
(14625,10,5046)
(14626,10,5028)
(14627,17,5012)
(14628,52,5065)
(14629,52,5035)
(14630,52,5024)
(14631,65,5077)
(14632,54,5002)
(14633,52,5014)
(14634,10,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103,5104)
(14635,10,5037)
(14636,1,5065)
(14637,9,5023)
(14638,5,5064)
(14639,9,5077)
(14640,17,5025)
(14641,17,5088)
(14642,9,5083)
(14643,52,5067)
(14644,1,5022)
(14645,30,5088)
(14646,21,5004)
(14647,17,5078)
(14648,1,5024)
(14649,17,5097)
(14650,7,5050)
(14651,8,5029)
(14652,9,5062)
(14653,1,5066)
(14654,9,5014)
(14655,30,5013)
(14656,55,5097)
(14657,52,5069)
(14658,17,5081)
(14659,52,5007)
(14660,18,5086)
(14661,52,5078)
(14662,17,5066)
(14663,52,5096)
(14664,17,5097)
(14665,30,5064)
(14666,1,5044)
(14667,11,5079)
(14668,30,5069)
(14669,31,5079)
(14670,1,5022)
(14671,30,5059)
(14672,30,5090)
(14673,7,5077)
(14674,17,5007,5022,5035,5048,5062,5070,5071,5072,5073)
(14675,30,5064)
(14676,17,5079)
(14677,17,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074)
(14678,52,5068)
(14679,10,5039)
(14680,31,5012)
(14681,17,5006)
(14682,1,5001)
(14683,33,5052)
(14684,30,5014)
(14685,32,5022)
(14686,17,5044)
(14687,52,5035)
(14688,19,5086)
(14689,52,5065)
(14690,30,5035)
(14691,17,5038)
(14692,17,5010)
(14693,17,5083)
(14694,52,5005)
(14695,52,5066)
(14696,30,5013)
(14697,2,5065)
(14698,30,5062)
(14699,17,5069)
(14700,52,5068)
(14701,1,5054)
(14702,17,5054)
(14703,4,5082)
(14704,55,5004)
(14705,30,5078)
(14706,30,5010)
(14707,30,5051)
(14708,52,5088)
(14709,52,5039)
(14710,31,5079)
(14711,59,5023)
(14712,3,5096)
(14713,60,5063)
(14714,53,5014)
(14715,30,5013)
(14716,30,5032)
(14717,1,5051)
(14718,1,5055)
(14719,53,5065)
(14720,5,5038)
(14721,53,5038)
(14722,1,5046)
(14723,30,5096)
(14724,17,5064)
(14725,30,5091)
(14726,6,5038)
(14727,9,5044)
(14728,17,5040)
(14729,53,5006)
(14730,17,5094)
(14731,1,5006)
(14732,17,5082)
(14733,53,5037)
(14734,12,5022)
(14735,32,5022)
(14736,53,5088)
(14737,63,5041)
(14738,17,5065)
(14739,37,5052)
(14740,63,5041)
(14741,53,5027)
(14742,1,5022)
(14743,53,5044)
(14744,5,5064)
(14745,30,5044)
(14746,53,5028)
(14747,53,5010)
(14748,1,5059)
(14749,53,5093)
(14750,9,5082)
(14751,4,5096)
(14752,30,5054)
(14753,30,5078)
(14754,30,5095)
(14755,30,5035)
(14756,30,5081)
(14757,30,5083)
(14758,1,5059)
(14759,53,5032)
(14760,17,5014)
(14761,37,5004)
(14762,30,5024)
(14763,5,5039)
(14764,53,5095)
(14765,3,5096)
(14766,7,5083)
(14767,14,5022)
(14768,53,5094)
(14769,30,5092)
(14770,17,5007,5022,5035,5048,5062,5077,5084,5085)
(14771,58,5082)
(14772,17,5024)
(14773,30,5040)
(14774,31,5082)
(14775,8,5003)
(14776,30,5090)
(14777,4,5094)
(14778,30,5038)
(14779,53,5038)
(14780,53,5009)
(14781,17,5012)
(14782,5,5052)
(14783,1,5029)
(14784,30,5000)
(14785,17,5006)
(14786,53,5008)
(14787,1,5092)
(14788,4,5094)
(14789,30,5035)
(14790,17,5081)
(14791,34,5097)
(14792,53,5059)
(14793,53,5069)
(14794,8,5096)
(14795,17,5078)
(14796,10,5088)
(14797,6,5010)
(14798,17,5005)
(14799,53,5094)
(14800,53,5037)
(14801,7,5097)
(14802,6,5038)
(14803,17,5003)
(14804,2,5007)
(14805,1,5091)
(14806,30,5032)
(14807,4,5032)
(14808,30,5054)
(14809,17,5027)
(14810,4,5002)
(14811,1,5054)
(14812,30,5003)
(14813,33,5079)
(14814,1,5062)
(14815,30,5005)
(14816,17,5024)
(14817,53,5035)
(14818,30,5014)
(14819,10,5011)
(14820,30,5005)
(14821,6,5093)
(14822,30,5091)
(14823,4,5067)
(14824,34,5082)
(14825,30,5001)
(14826,30,5040)
(14827,4,5048)
(14828,1,5010)
(14829,30,5086)
(14830,30,5010)
(14831,30,5090)
(14832,5,5004)
(14833,9,5048)
(14834,30,5065)
(14835,1,5027)
(14836,2,5094)
(14837,30,5008)
(14838,17,5067)
(14839,34,5079)
(14840,53,5062)
(14841,30,5069)
(14842,1,5066)
(14843,53,5092)
(14844,23,5022)
(14845,3,5025)
(14846,10,5062)
(14847,53,5093)
(14848,30,5081)
(14849,5,5049)
(14850,17,5062)
(14851,30,5009)
(14852,53,5035)
(14853,55,5052)
(14854,30,5096)
(14855,17,5044)
(14856,34,5097)
(14857,17,5094)
(14858,17,5040)
(14859,30,5006)
(14860,17,5048)
(14861,8,5003)
(14862,7,5083)
(14863,30,5090)
(14864,53,5011)
(14865,7,5012)
(14866,37,5023)
(14867,53,5092)
(14868,53,5027)
(14869,7,5014)
(14870,1,5077)
(14871,9,5088)
(14872,17,5002)
(14873,30,5096)
(14874,13,5023)
(14875,6,5078)
(14876,53,5003)
(14877,53,5091)
(14878,19,5077)
(14879,30,5007)
(14880,5,5039)
(14881,17,5039)
(14882,1,5000)
(14883,17,5014)
(14884,53,5005)
(14885,54,5012)
(14886,24,5022)
(14887,5,5004)
(14888,1,5064)
(14889,1,5051)
(14890,30,5064)
(14891,37,5004)
(14892,1,5032)
(14893,65,5086)
(14894,30,5092)
(14895,30,5044)
(14896,3,5005)
(14897,6,5003)
(14898,1,5050)
(14899,2,5040)
(14900,6,5095)
(14901,1,5024)
(14902,60,5063)
(14903,37,5004)
(14904,8,5081)
(14905,17,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101,5102,5103,5104)
(14906,31,5044)
(14907,3,5092)
(14908,10,5091)
(14909,1,5006)
(14910,17,5088)
(14911,54,5000)
(14912,17,5005)
(14913,4,5059)
(14914,31,5051)
(14915,7,5094)
(14916,31,5078)
(14917,17,5010)
(14918,1,5078)
(14919,1,5041)
(14920,4,5082)
(14921,31,5069)
(14922,17,5035)
(14923,54,5025)
(14924,1,5037)
(14925,33,5022)
(14926,54,5093)
(14927,9,5037)
(14928,54,5078)
(14929,24,5022)
(14930,54,5007)
(14931,1,5001)
(14932,54,5062)
(14933,21,5004)
(14934,17,5006)
(14935,31,5009)
(14936,17,5029)
(14937,17,5093)
(14938,31,5010)
(14939,31,5093)
(14940,54,5010)
(14941,37,5023)
(14942,33,5063)
(14943,54,5093)
(14944,17,5010)
(14945,7,5068)
(14946,17,5012)
(14947,1,5091)
(14948,17,5011)
(14949,54,5083)
(14950,31,5050)
(14951,17,5009)
(14952,7,5079)
(14953,1,5010)
(14954,31,5088)
(14955,17,5097)
(14956,54,5027)
(14957,59,5023)
(14958,5,5048)
(14959,54,5001)
(14960,4,5007)
(14961,31,5025)
(14962,7,5081)
(14963,3,5051)
(14964,54,5062)
(14965,55,5004)
(14966,9,5023)
(14967,17,5082)
(14968,17,5037)
(14969,11,5001)
(14970,14,5022)
(14971,32,5046)
(14972,1,5025)
(14973,31,5027)
(14974,17,5090)
(14975,1,5002)
(14976,5,5003)
(14977,59,5004)
(14978,36,5022)
(14979,17,5005)
(14980,4,5086)
(14981,54,5062)
(14982,54,5005)
(14983,10,5068)
(14984,17,5090)
(14985,2,5048)
(14986,54,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074)
(14987,54,5000)
(14988,1,5029)
(14989,9,5023)
(14990,31,5091)
(14991,1,5062)
(14992,17,5037)
(14993,1,5090)
(14994,54,5010)
(14995,37,5004)
(14996,17,5007)
(14997,17,5044)
(14998,6,5044)
(14999,31,5011)
(15000,31,5027)
(15001,17,5081)
(15002,31,5064)
(15003,7,5041)
(15004,54,5010)
(15005,17,5059)
(15006,58,5079)
(15007,54,5067)
(15008,31,5037)
(15009,2,5063)
(15010,54,5059)
(15011,31,5078)
(15012,17,5010)
(15013,54,5038)
(15014,63,5041)
(15015,5,5095)
(15016,4,5086)
(15017,6,5095)
(15018,5,5006)
(15019,1,5008)
(15020,4,5046)
(15021,31,5013)
(15022,3,5078)
(15023,17,5009)
(15024,1,5005)
(15025,54,5090)
(15026,34,5079)
(15027,31,5086)
(15028,54,5048)
(15029,31,5059)
(15030,24,5022)
(15031,31,5003)
(15032,1,5094)
(15033,58,5079)
(15034,17,5011)
(15035,31,5035)
(15036,5,5004)
(15037,17,5027)
(15038,54,5096)
(15039,31,5093)
(15040,5,5050)
(15041,65,5022)
(15042,17,5038)
(15043,17,5048)
(15044,1,5049)
(15045,65,5022)
(15046,1,5027)
(15047,17,5054)
(15048,17,5067)
(15049,31,5029)
(15050,58,5079)
(15051,65,5022)
(15052,54,5068)
(15053,36,5022)
(15054,3,5013)
(15055,67,5041)
(15056,10,5011)
(15057,54,5066)
(15058,5,5091)
(15059,54,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101)
(15060,54,5003)
(15061,17,5094)
(15062,54,5028)
(15063,31,5081)
(15064,10,5048)
(15065,7,5086)
(15066,55,5002)
(15067,54,5003)
(15068,17,5059)
(15069,17,5064)
(15070,21,5077)
(15071,54,5064)
(15072,54,5064)
(15073,4,5044)
(15074,17,5095)
(15075,5,5052)
(15076,14,5022)
(15077,7,5027)
(15078,17,5027)
(15079,1,5081)
(15080,31,5001)
(15081,31,5055)
(15082,1,5032)
(15083,31,5054)
(15084,55,5055)
(15085,31,5013)
(15086,1,5079)
(15087,31,5096)
(15088,1,5079)
(15089,17,5044)
(15090,1,5068)
(15091,8,5092)
(15092,5,5097)
(15093,31,5025)
(15094,6,5069)
(15095,5,5059)
(15096,31,5025)
(15097,6,5054)
(15098,31,5086)
(15099,17,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100)
(15100,17,5066)
(15101,9,5052)
(15102,17,5083)
(15103,1,5081)
(15104,7,5054)
(15105,17,5093)
(15106,1,5010)
(15107,55,5048)
(15108,17,5091)
(15109,31,5055)
(15110,32,5046)
(15111,1,5009)
(15112,17,5029)
(15113,31,5012)
(15114,19,5086)
(15115,17,5063)
(15116,1,5066)
(15117,65,5086)
(15118,19,5086)
(15119,7,5002)
(15120,17,5008)
(15121,10,5046)
(15122,2,5064)
(15123,7,5082)
(15124,58,5082)
(15125,55,5069)
(15126,7,5090)
(15127,55,5090)
(15128,31,5092)
(15129,7,5093)
(15130,37,5052)
(15131,2,5029)
(15132,17,5066)
(15133,17,5007,5022,5035,5041,5042,5043,5051)
(15134,5,5069)
(15135,55,5093)
(15136,6,5078)
(15137,3,5078)
(15138,7,5048)
(15139,17,5014)
(15140,17,5078)
(15141,17,5083)
(15142,55,5011)
(15143,55,5095)
(15144,17,5081)
(15145,17,5000)
(15146,56,5055)
(15147,66,5086)
(15148,31,5093)
(15149,33,5041)
(15150,31,5039)
(15151,55,5078)
(15152,17,5069)
(15153,7,5093)
(15154,55,5024)
(15155,31,5039)
(15156,31,5050)
(15157,1,5038)
(15158,31,5024)
(15159,5,5081)
(15160,34,5079)
(15161,17,5032)
(15162,31,5040)
(15163,55,5012)
(15164,5,5010)
(15165,10,5040)
(15166,31,5040)
(15167,3,5051)
(15168,8,5032)
(15169,17,5063)
(15170,17,5012)
(15171,8,5059)
(15172,57,5097)
(15173,34,5097)
(15174,17,5039)
(15175,55,5083)
(15176,19,5086)
(15177,31,5001)
(15178,7,5079)
(15179,1,5049)
(15180,31,5025)
(15181,10,5038)
(15182,55,5068)
(15183,2,5097)
(15184,31,5038)
(15185,1,5001)
(15186,55,5044)
(15187,31,5044)
(15188,31,5012)
(15189,17,5092)
(15190,17,5068)
(15191,17,5002)
(15192,3,5051)
(15193,31,5024)
(15194,55,5001)
(15195,31,5007)
(15196,1,5051)
(15197,7,5079)
(15198,1,5095)
(15199,7,5086)
(15200,17,5051)
(15201,59,5023)
(15202,55,5065)
(15203,10,5041)
(15204,3,5067)
(15205,17,5025)
(15206,1,5002)
(15207,17,5064)
(15208,1,5091)
(15209,13,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(15210,9,5065)
(15211,21,5023)
(15212,9,5092)
(15213,55,5006)
(15214,55,5029)
(15215,9,5039)
(15216,1,5003)
(15217,1,5009)
(15218,17,5065)
(15219,31,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074)
(15220,17,5063)
(15221,17,5000)
(15222,31,5013)
(15223,10,5044)
(15224,2,5063)
(15225,55,5094)
(15226,31,5037)
(15227,59,5004)
(15228,65,5022)
(15229,17,5011)
(15230,59,5023)
(15231,9,5091)
(15232,55,5093)
(15233,55,5000)
(15234,31,5048)
(15235,58,5079)
(15236,31,5051)
(15237,1,5011)
(15238,1,5079)
(15239,31,5002)
(15240,6,5010)
(15241,55,5088)
(15242,34,5082)
(15243,31,5013)
(15244,31,5049)
(15245,55,5005)
(15246,19,5086)
(15247,3,5095)
(15248,17,5024)
(15249,9,5078)
(15250,8,5035)
(15251,21,5077)
(15252,31,5035)
(15253,17,5000)
(15254,36,5022)
(15255,6,5037)
(15256,7,5012)
(15257,17,5050)
(15258,67,5041)
(15259,1,5005)
(15260,31,5092)
(15261,61,5063)
(15262,37,5004)
(15263,4,5086)
(15264,4,5094)
(15265,55,5032)
(15266,31,5005)
(15267,17,5000)
(15268,17,5028)
(15269,31,5064)
(15270,55,5095)
(15271,55,5065)
(15272,37,5023)
(15273,1,5004)
(15274,17,5013)
(15275,55,5013)
(15276,3,5032)
(15277,17,5097)
(15278,31,5028)
(15279,55,5078)
(15280,17,5025)
(15281,55,5038)
(15282,6,5039)
(15283,17,5096)
(15284,9,5052)
(15285,31,5049)
(15286,56,5046)
(15287,2,5062)
(15288,1,5068)
(15289,55,5052)
(15290,21,5023)
(15291,31,5037)
(15292,17,5006)
(15293,17,5094)
(15294,55,5006)
(15295,55,5006)
(15296,37,5004)
(15297,31,5009)
(15298,19,5086)
(15299,7,5091)
(15300,9,5069)
(15301,31,5027)
(15302,1,5083)
(15303,31,5062)
(15304,34,5082)
(15305,32,5050)
(15306,55,5066)
(15307,17,5081)
(15308,1,5003)
(15309,55,5049)
(15310,31,5049)
(15311,65,5077)
(15312,36,5077)
(15313,55,5064)
(15314,17,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(15315,55,5039)
(15316,9,5023)
(15317,36,5077)
(15318,31,5095)
(15319,17,5041)
(15320,1,5038)
(15321,17,5081)
(15322,31,5007)
(15323,7,5082)
(15324,1,5012)
(15325,31,5078)
(15326,55,5012)
(15327,17,5006)
(15328,61,5063)
(15329,55,5025)
(15330,17,5082)
(15331,17,5003)
(15332,17,5009)
(15333,55,5081)
(15334,55,5037)
(15335,31,5002)
(15336,31,5078)
(15337,17,5064)
(15338,17,5028)
(15339,31,5078)
(15340,34,5079)
(15341,1,5051)
(15342,9,5027)
(15343,36,5077)
(15344,8,5094)
(15345,21,5023)
(15346,31,5054)
(15347,55,5007)
(15348,66,5077)
(15349,5,5050)
(15350,17,5065)
(15351,1,5069)
(15352,55,5014)
(15353,17,5065)
(15354,55,5069)
(15355,17,5028)
(15356,17,5090)
(15357,17,5079)
(15358,55,5009)
(15359,8,5063)
(15360,1,5046)
(15361,3,5082)
(15362,31,5025)
(15363,36,5077)
(15364,18,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100)
(15365,31,5014)
(15366,1,5010)
(15367,59,5023)
(15368,37,5023)
