#(id,from,to,speed,planTime)
(17557, 56, 8, 4, 7)
(17558, 38, 1, 8, 10)
(17559, 8, 44, 4, 3)
(17560, 60, 21, 4, 4)
(17561, 13, 51, 8, 7)
(17562, 3, 75, 8, 10)
(17563, 1, 50, 4, 6)
(17564, 51, 4, 4, 8)
(17565, 15, 71, 4, 1)
(17566, 27, 75, 8, 9)
(17567, 25, 59, 2, 3)
(17568, 55, 14, 8, 10)
(17569, 46, 6, 8, 8)
(17570, 9, 60, 6, 4)
(17571, 26, 68, 2, 10)
(17572, 40, 1, 6, 9)
(17573, 50, 10, 4, 5)
(17574, 36, 3, 8, 4)
(17575, 25, 58, 4, 4)
(17576, 30, 69, 4, 5)
(17577, 27, 60, 4, 3)
(17578, 45, 10, 2, 6)
(17579, 18, 51, 4, 7)
(17580, 3, 39, 4, 10)
(17581, 44, 7, 6, 8)
(17582, 50, 6, 4, 2)
(17583, 53, 18, 2, 5)
(17584, 9, 57, 8, 10)
(17585, 22, 58, 8, 2)
(17586, 18, 60, 8, 5)
(17587, 10, 53, 6, 5)
(17588, 10, 55, 8, 1)
(17589, 19, 58, 4, 6)
(17590, 69, 13, 2, 10)
(17591, 53, 6, 4, 2)
(17592, 42, 1, 2, 4)
(17593, 14, 53, 2, 5)
(17594, 57, 5, 8, 9)
(17595, 4, 47, 4, 8)
(17596, 16, 57, 6, 7)
(17597, 13, 55, 2, 8)
(17598, 13, 51, 2, 10)
(17599, 49, 16, 6, 6)
(17600, 20, 53, 2, 3)
(17601, 15, 53, 2, 2)
(17602, 6, 53, 8, 8)
(17603, 36, 1, 8, 10)
(17604, 34, 1, 4, 6)
(17605, 18, 71, 6, 10)
(17606, 53, 17, 6, 6)
(17607, 15, 69, 8, 10)
(17608, 29, 71, 2, 3)
(17609, 42, 3, 4, 7)
(17610, 69, 11, 6, 4)
(17611, 51, 12, 6, 6)
(17612, 40, 6, 2, 10)
(17613, 14, 54, 8, 4)
(17614, 1, 45, 8, 5)
(17615, 11, 47, 6, 3)
(17616, 56, 6, 6, 6)
(17617, 58, 15, 8, 9)
(17618, 35, 3, 6, 8)
(17619, 28, 75, 8, 2)
(17620, 16, 57, 8, 6)
(17621, 59, 2, 4, 10)
(17622, 25, 58, 2, 3)
(17623, 52, 17, 6, 8)
(17624, 55, 9, 6, 4)
(17625, 44, 4, 4, 3)
(17626, 27, 71, 2, 6)
(17627, 42, 6, 4, 7)
(17628, 36, 1, 4, 4)
(17629, 58, 18, 8, 10)
(17630, 69, 1, 2, 5)
(17631, 50, 8, 8, 7)
(17632, 23, 59, 8, 9)
(17633, 44, 6, 6, 2)
(17634, 1, 52, 2, 9)
(17635, 2, 69, 8, 2)
(17636, 5, 58, 8, 9)
(17637, 3, 68, 2, 9)
(17638, 17, 56, 4, 4)
(17639, 31, 75, 4, 3)
(17640, 6, 50, 8, 2)
(17641, 24, 56, 8, 1)
(17642, 52, 16, 4, 6)
(17643, 7, 75, 4, 7)
(17644, 19, 51, 2, 3)
(17645, 1, 68, 4, 5)
(17646, 25, 57, 6, 5)
(17647, 53, 8, 6, 3)
(17648, 12, 50, 4, 10)
(17649, 33, 1, 8, 1)
(17650, 48, 15, 4, 3)
(17651, 3, 50, 4, 10)
(17652, 28, 68, 2, 4)
(17653, 51, 6, 4, 3)
(17654, 53, 14, 4, 4)
(17655, 26, 71, 2, 6)
(17656, 11, 56, 2, 2)
(17657, 18, 59, 2, 5)
(17658, 37, 3, 6, 9)
(17659, 33, 1, 2, 9)
(17660, 30, 75, 6, 10)
(17661, 27, 75, 8, 8)
(17662, 55, 22, 4, 8)
(17663, 19, 60, 8, 9)
(17664, 46, 4, 2, 2)
(17665, 43, 7, 2, 2)
(17666, 68, 10, 8, 7)
(17667, 26, 59, 4, 2)
(17668, 42, 6, 8, 3)
(17669, 53, 17, 2, 10)
(17670, 22, 59, 6, 6)
(17671, 13, 50, 2, 6)
(17672, 29, 69, 2, 7)
(17673, 54, 18, 8, 1)
(17674, 40, 7, 4, 5)
(17675, 68, 10, 4, 3)
(17676, 44, 4, 8, 3)
(17677, 17, 50, 2, 1)
(17678, 40, 4, 6, 6)
(17679, 60, 24, 8, 6)
(17680, 20, 52, 2, 3)
(17681, 27, 75, 6, 9)
(17682, 48, 3, 6, 4)
(17683, 27, 71, 4, 9)
(17684, 27, 60, 6, 6)
(17685, 30, 75, 2, 4)
(17686, 34, 1, 8, 7)
(17687, 38, 6, 2, 10)
(17688, 31, 75, 8, 9)
(17689, 52, 20, 6, 5)
(17690, 75, 1, 4, 3)
(17691, 11, 75, 8, 1)
(17692, 26, 60, 8, 3)
(17693, 71, 13, 2, 1)
(17694, 19, 57, 2, 7)
(17695, 75, 10, 2, 1)
(17696, 13, 69, 2, 1)
(17697, 19, 60, 2, 3)
(17698, 29, 68, 4, 3)
(17699, 11, 47, 8, 1)
(17700, 58, 3, 6, 1)
(17701, 40, 8, 6, 4)
(17702, 5, 50, 4, 8)
(17703, 2, 56, 4, 3)
(17704, 40, 3, 2, 2)
(17705, 35, 1, 2, 4)
(17706, 49, 9, 4, 1)
(17707, 35, 3, 4, 1)
(17708, 21, 71, 8, 10)
(17709, 11, 71, 2, 7)
(17710, 69, 9, 4, 8)
(17711, 28, 68, 8, 8)
(17712, 38, 3, 6, 7)
(17713, 1, 50, 6, 5)
(17714, 48, 9, 8, 3)
(17715, 27, 60, 8, 5)
(17716, 42, 6, 2, 8)
(17717, 6, 58, 8, 7)
(17718, 39, 4, 4, 5)
(17719, 20, 58, 6, 4)
(17720, 34, 2, 2, 8)
(17721, 19, 75, 6, 8)
(17722, 38, 6, 6, 5)
(17723, 36, 4, 4, 5)
(17724, 3, 35, 2, 8)
(17725, 19, 53, 6, 4)
(17726, 51, 1, 4, 7)
(17727, 59, 11, 4, 7)
(17728, 11, 71, 2, 7)
(17729, 10, 58, 6, 8)
(17730, 58, 25, 8, 3)
(17731, 3, 53, 6, 3)
(17732, 21, 56, 2, 5)
(17733, 6, 44, 8, 2)
(17734, 19, 57, 2, 10)
(17735, 42, 10, 8, 6)
(17736, 53, 11, 6, 10)
(17737, 22, 58, 2, 9)
(17738, 10, 58, 6, 1)
(17739, 49, 3, 6, 8)
(17740, 45, 11, 4, 8)
(17741, 57, 1, 2, 9)
(17742, 57, 7, 8, 3)
(17743, 51, 17, 8, 8)
(17744, 60, 10, 2, 1)
(17745, 36, 4, 4, 10)
(17746, 27, 75, 8, 2)
(17747, 12, 44, 8, 9)
(17748, 37, 3, 8, 5)
(17749, 13, 52, 6, 6)
(17750, 18, 52, 6, 4)
(17751, 22, 57, 8, 6)
(17752, 27, 60, 2, 6)
(17753, 60, 6, 4, 8)
(17754, 60, 20, 8, 6)
(17755, 50, 9, 6, 9)
(17756, 19, 75, 4, 7)
(17757, 54, 4, 4, 8)
(17758, 10, 44, 4, 8)
(17759, 41, 1, 2, 2)
(17760, 43, 2, 6, 9)
(17761, 55, 23, 8, 10)
(17762, 25, 59, 4, 10)
(17763, 15, 60, 8, 7)
(17764, 17, 68, 4, 1)
(17765, 75, 18, 6, 6)
(17766, 36, 1, 2, 1)
(17767, 1, 50, 8, 9)
(17768, 50, 11, 4, 9)
(17769, 39, 6, 8, 9)
(17770, 20, 69, 8, 8)
(17771, 38, 5, 8, 2)
(17772, 18, 68, 6, 7)
(17773, 75, 2, 4, 7)
(17774, 46, 13, 4, 3)
(17775, 71, 11, 2, 2)
(17776, 12, 59, 2, 8)
(17777, 17, 60, 2, 10)
(17778, 19, 68, 6, 2)
(17779, 50, 16, 6, 4)
(17780, 35, 2, 8, 8)
(17781, 71, 1, 4, 1)
(17782, 4, 38, 8, 8)
(17783, 16, 58, 8, 6)
(17784, 21, 75, 2, 6)
(17785, 17, 50, 8, 10)
(17786, 46, 9, 4, 2)
(17787, 30, 69, 2, 4)
(17788, 11, 46, 8, 3)
(17789, 7, 43, 4, 7)
(17790, 7, 54, 6, 9)
(17791, 48, 1, 4, 10)
(17792, 12, 54, 4, 3)
(17793, 44, 4, 4, 3)
(17794, 13, 69, 6, 10)
(17795, 55, 8, 8, 6)
(17796, 60, 20, 6, 5)
(17797, 44, 12, 4, 5)
(17798, 19, 54, 4, 5)
(17799, 27, 71, 6, 8)
(17800, 20, 59, 2, 2)
(17801, 55, 22, 2, 2)
(17802, 39, 5, 8, 6)
(17803, 59, 26, 6, 10)
(17804, 59, 9, 4, 6)
(17805, 53, 2, 6, 7)
(17806, 39, 2, 4, 7)
(17807, 55, 3, 4, 4)
(17808, 75, 3, 8, 3)
(17809, 37, 4, 2, 8)
(17810, 53, 18, 2, 10)
(17811, 4, 57, 6, 2)
(17812, 34, 2, 8, 10)
(17813, 25, 59, 2, 10)
(17814, 49, 10, 8, 4)
(17815, 41, 5, 8, 6)
(17816, 46, 9, 8, 4)
(17817, 26, 59, 4, 9)
(17818, 57, 1, 8, 5)
(17819, 26, 60, 4, 10)
(17820, 8, 71, 2, 8)
(17821, 56, 5, 4, 6)
(17822, 23, 68, 6, 8)
(17823, 35, 2, 8, 2)
(17824, 36, 2, 6, 10)
(17825, 40, 8, 2, 5)
(17826, 43, 5, 2, 1)
(17827, 3, 71, 4, 9)
(17828, 41, 1, 2, 10)
(17829, 44, 8, 6, 7)
(17830, 39, 1, 4, 4)
(17831, 7, 53, 2, 6)
(17832, 31, 71, 8, 1)
(17833, 71, 12, 4, 5)
(17834, 15, 75, 8, 2)
(17835, 11, 47, 8, 6)
(17836, 53, 6, 6, 1)
(17837, 53, 21, 6, 9)
(17838, 57, 10, 6, 9)
(17839, 47, 7, 8, 7)
(17840, 50, 4, 4, 2)
(17841, 46, 9, 8, 8)
(17842, 11, 44, 2, 6)
(17843, 31, 71, 2, 7)
(17844, 54, 4, 2, 10)
(17845, 51, 10, 8, 4)
(17846, 16, 57, 4, 5)
(17847, 13, 48, 2, 1)
(17848, 14, 49, 2, 6)
(17849, 5, 75, 4, 5)
(17850, 75, 3, 6, 8)
(17851, 7, 54, 2, 9)
(17852, 9, 48, 4, 10)
(17853, 54, 6, 8, 9)
(17854, 47, 13, 8, 6)
(17855, 45, 5, 8, 9)
(17856, 30, 69, 8, 6)
(17857, 30, 69, 4, 8)
(17858, 5, 38, 8, 7)
(17859, 17, 50, 2, 1)
(17860, 45, 5, 8, 2)
(17861, 31, 75, 8, 8)
(17862, 26, 60, 8, 10)
(17863, 10, 75, 2, 4)
(17864, 31, 75, 6, 1)
(17865, 26, 69, 4, 2)
(17866, 69, 26, 2, 2)
(17867, 43, 6, 8, 5)
(17868, 45, 4, 2, 2)
(17869, 39, 5, 8, 4)
(17870, 4, 40, 2, 5)
(17871, 29, 69, 2, 9)
(17872, 23, 69, 6, 2)
(17873, 15, 59, 6, 5)
(17874, 15, 48, 4, 3)
(17875, 54, 1, 8, 3)
(17876, 34, 2, 8, 4)
(17877, 21, 59, 6, 10)
(17878, 56, 6, 4, 1)
(17879, 1, 54, 6, 9)
(17880, 23, 60, 6, 7)
(17881, 32, 75, 8, 7)
(17882, 75, 21, 2, 10)
(17883, 2, 38, 4, 3)
(17884, 8, 75, 4, 1)
(17885, 8, 47, 2, 1)
(17886, 17, 58, 6, 10)
(17887, 9, 46, 4, 10)
(17888, 32, 75, 4, 1)
(17889, 14, 58, 6, 8)
(17890, 21, 57, 6, 1)
(17891, 58, 23, 6, 8)
(17892, 7, 46, 8, 10)
(17893, 57, 19, 4, 8)
(17894, 11, 69, 4, 1)
(17895, 49, 12, 6, 5)
(17896, 59, 15, 4, 8)
(17897, 14, 54, 6, 8)
(17898, 41, 6, 2, 5)
(17899, 24, 68, 8, 5)
(17900, 47, 2, 2, 9)
(17901, 32, 75, 4, 2)
(17902, 14, 68, 4, 6)
(17903, 1, 40, 2, 7)
(17904, 49, 5, 2, 3)
(17905, 10, 44, 6, 10)
(17906, 23, 58, 8, 2)
(17907, 26, 75, 2, 6)
(17908, 40, 8, 2, 5)
(17909, 27, 60, 4, 1)
(17910, 14, 46, 4, 7)
(17911, 4, 48, 4, 4)
(17912, 33, 1, 4, 1)
(17913, 3, 38, 8, 3)
(17914, 13, 75, 6, 5)
(17915, 25, 68, 6, 7)
(17916, 22, 60, 8, 5)
(17917, 21, 57, 2, 3)
(17918, 33, 1, 4, 7)
(17919, 47, 15, 4, 4)
(17920, 34, 1, 2, 6)
(17921, 42, 5, 8, 10)
(17922, 38, 6, 4, 1)
(17923, 29, 71, 8, 7)
(17924, 9, 47, 2, 3)
(17925, 28, 68, 2, 6)
(17926, 48, 2, 8, 2)
(17927, 69, 7, 2, 2)
(17928, 37, 2, 4, 3)
(17929, 25, 71, 2, 5)
(17930, 55, 3, 4, 1)
(17931, 12, 59, 8, 2)
(17932, 38, 5, 6, 1)
(17933, 2, 48, 2, 2)
(17934, 2, 35, 4, 7)
(17935, 50, 3, 8, 8)
(17936, 17, 55, 4, 6)
(17937, 50, 11, 2, 4)
(17938, 38, 6, 4, 7)
(17939, 25, 68, 6, 3)
(17940, 68, 26, 8, 9)
(17941, 35, 2, 4, 7)
(17942, 3, 56, 2, 2)
(17943, 25, 59, 6, 5)
(17944, 51, 15, 8, 1)
(17945, 9, 43, 6, 7)
(17946, 27, 69, 4, 9)
(17947, 59, 15, 6, 3)
(17948, 39, 7, 8, 7)
(17949, 24, 60, 4, 7)
(17950, 55, 6, 4, 6)
(17951, 55, 10, 6, 9)
(17952, 26, 75, 4, 9)
(17953, 69, 27, 4, 9)
(17954, 69, 18, 4, 6)
(17955, 3, 47, 2, 7)
(17956, 31, 75, 8, 10)
(17957, 17, 52, 2, 4)
(17958, 40, 1, 2, 10)
(17959, 10, 50, 8, 5)
(17960, 44, 4, 2, 5)
(17961, 16, 68, 2, 5)
(17962, 49, 15, 2, 1)
(17963, 2, 51, 2, 7)
(17964, 17, 51, 8, 5)
(17965, 35, 3, 6, 7)
(17966, 44, 5, 6, 9)
(17967, 71, 22, 2, 6)
(17968, 23, 55, 2, 5)
(17969, 75, 17, 8, 8)
(17970, 52, 15, 2, 10)
(17971, 17, 55, 8, 8)
(17972, 48, 2, 8, 4)
(17973, 45, 3, 8, 8)
(17974, 47, 7, 2, 1)
(17975, 69, 21, 2, 4)
(17976, 11, 45, 8, 1)
(17977, 68, 22, 2, 10)
(17978, 16, 48, 2, 1)
(17979, 50, 17, 8, 5)
(17980, 75, 11, 6, 5)
(17981, 8, 41, 8, 7)
(17982, 49, 13, 6, 2)
(17983, 8, 42, 8, 3)
(17984, 16, 49, 6, 2)
(17985, 20, 68, 8, 8)
(17986, 34, 2, 4, 2)
(17987, 14, 47, 4, 4)
(17988, 52, 14, 8, 4)
(17989, 27, 69, 2, 1)
(17990, 29, 68, 8, 6)
(17991, 24, 75, 2, 6)
(17992, 22, 56, 8, 1)
(17993, 49, 11, 4, 10)
(17994, 19, 53, 6, 8)
(17995, 56, 23, 8, 4)
(17996, 57, 20, 2, 3)
(17997, 29, 69, 6, 3)
(17998, 9, 68, 4, 7)
(17999, 22, 68, 4, 1)
(18000, 13, 48, 8, 7)
(18001, 40, 2, 2, 6)
(18002, 21, 55, 2, 4)
(18003, 19, 69, 2, 2)
(18004, 26, 59, 2, 8)
(18005, 42, 8, 8, 7)
(18006, 23, 58, 2, 6)
(18007, 34, 2, 2, 8)
(18008, 17, 52, 4, 3)
(18009, 51, 16, 6, 2)
(18010, 49, 16, 4, 7)
(18011, 17, 54, 8, 7)
(18012, 47, 6, 4, 3)
(18013, 53, 10, 2, 7)
(18014, 59, 8, 2, 9)
(18015, 55, 13, 4, 6)
(18016, 9, 50, 8, 2)
(18017, 34, 1, 2, 7)
(18018, 17, 51, 8, 8)
(18019, 59, 14, 2, 9)
(18020, 54, 14, 2, 2)
(18021, 22, 75, 2, 5)
(18022, 27, 71, 4, 1)
(18023, 40, 4, 4, 4)
(18024, 46, 13, 8, 4)
(18025, 48, 5, 2, 8)
(18026, 59, 19, 8, 8)
(18027, 56, 1, 8, 3)
(18028, 54, 1, 4, 3)
(18029, 17, 51, 4, 3)
(18030, 45, 8, 4, 4)
(18031, 38, 2, 6, 4)
(18032, 14, 60, 8, 2)
(18033, 40, 5, 2, 7)
(18034, 18, 71, 4, 7)
(18035, 11, 48, 6, 6)
(18036, 69, 24, 4, 4)
(18037, 27, 60, 6, 10)
(18038, 16, 53, 6, 10)
(18039, 59, 22, 4, 5)
(18040, 36, 2, 4, 6)
(18041, 40, 5, 2, 1)
(18042, 34, 1, 4, 9)
(18043, 44, 8, 6, 4)
(18044, 35, 2, 8, 9)
(18045, 39, 5, 4, 8)
(18046, 50, 9, 2, 8)
(18047, 13, 54, 6, 9)
(18048, 15, 49, 4, 5)
(18049, 53, 21, 6, 4)
(18050, 7, 60, 6, 5)
(18051, 27, 71, 6, 4)
(18052, 6, 44, 8, 4)
(18053, 40, 2, 6, 5)
(18054, 35, 2, 2, 10)
(18055, 59, 1, 4, 2)
(18056, 32, 75, 6, 3)
(18057, 7, 43, 6, 6)
(18058, 58, 14, 6, 9)
(18059, 35, 3, 8, 10)
(18060, 41, 2, 8, 5)
(18061, 57, 3, 2, 5)
(18062, 43, 7, 4, 1)
(18063, 52, 14, 2, 6)
(18064, 51, 10, 4, 6)
(18065, 4, 42, 8, 10)
(18066, 71, 13, 2, 10)
(18067, 41, 6, 4, 1)
(18068, 39, 1, 8, 8)
(18069, 6, 38, 2, 1)
(18070, 22, 58, 6, 9)
(18071, 51, 18, 4, 1)
(18072, 52, 17, 8, 10)
(18073, 8, 41, 4, 5)
(18074, 21, 58, 2, 2)
(18075, 37, 3, 8, 1)
(18076, 9, 48, 6, 5)
(18077, 24, 56, 4, 3)
(18078, 50, 4, 4, 10)
(18079, 51, 1, 4, 4)
(18080, 4, 44, 6, 3)
(18081, 71, 1, 8, 2)
(18082, 50, 1, 6, 9)
(18083, 14, 55, 6, 3)
(18084, 3, 75, 4, 7)
(18085, 50, 15, 8, 7)
(18086, 25, 75, 6, 6)
(18087, 8, 60, 6, 8)
(18088, 35, 3, 2, 1)
(18089, 14, 51, 6, 6)
(18090, 8, 51, 6, 10)
(18091, 23, 75, 2, 6)
(18092, 40, 8, 8, 9)
(18093, 3, 41, 2, 6)
(18094, 27, 60, 2, 5)
(18095, 16, 48, 6, 5)
(18096, 51, 10, 4, 5)
(18097, 10, 71, 4, 6)
(18098, 6, 75, 6, 3)
(18099, 56, 8, 8, 1)
(18100, 40, 8, 2, 7)
(18101, 29, 75, 6, 7)
(18102, 28, 75, 4, 8)
(18103, 57, 1, 2, 7)
(18104, 7, 57, 2, 1)
(18105, 9, 41, 4, 1)
(18106, 46, 10, 8, 5)
(18107, 75, 23, 8, 3)
(18108, 2, 44, 8, 2)
(18109, 17, 60, 2, 8)
(18110, 48, 3, 4, 8)
(18111, 36, 3, 6, 3)
(18112, 21, 58, 4, 4)
(18113, 68, 28, 2, 3)
(18114, 35, 3, 8, 2)
(18115, 49, 6, 8, 7)
(18116, 52, 13, 4, 10)
(18117, 40, 2, 8, 3)
(18118, 8, 68, 4, 1)
(18119, 30, 75, 2, 3)
(18120, 29, 71, 8, 8)
(18121, 9, 60, 6, 9)
(18122, 13, 59, 2, 8)
(18123, 12, 44, 4, 8)
(18124, 56, 3, 6, 5)
(18125, 2, 75, 2, 4)
(18126, 20, 75, 8, 6)
(18127, 22, 71, 8, 7)
(18128, 46, 1, 4, 10)
(18129, 20, 68, 6, 6)
(18130, 60, 25, 4, 2)
(18131, 53, 1, 6, 5)
(18132, 30, 71, 2, 7)
(18133, 60, 3, 6, 9)
(18134, 15, 52, 6, 5)
(18135, 27, 59, 6, 7)
(18136, 47, 1, 8, 2)
(18137, 53, 14, 8, 8)
(18138, 59, 18, 6, 7)
(18139, 5, 56, 2, 1)
(18140, 43, 6, 4, 8)
(18141, 1, 68, 2, 4)
(18142, 18, 59, 2, 7)
(18143, 42, 1, 8, 9)
(18144, 29, 69, 6, 9)
(18145, 23, 57, 8, 6)
(18146, 56, 21, 6, 8)
(18147, 27, 59, 6, 6)
(18148, 14, 54, 4, 8)
(18149, 43, 6, 2, 5)
(18150, 46, 9, 8, 10)
(18151, 44, 3, 4, 6)
(18152, 17, 71, 6, 5)
(18153, 29, 75, 4, 4)
(18154, 10, 68, 2, 7)
(18155, 9, 68, 8, 5)
(18156, 69, 22, 4, 3)
(18157, 29, 75, 4, 6)
(18158, 53, 9, 2, 8)
(18159, 37, 4, 4, 6)
(18160, 75, 29, 6, 5)
(18161, 75, 14, 6, 7)
(18162, 5, 43, 2, 4)
(18163, 9, 44, 6, 7)
(18164, 68, 5, 6, 2)
(18165, 12, 57, 4, 9)
(18166, 48, 16, 8, 3)
(18167, 39, 5, 2, 9)
(18168, 51, 8, 2, 5)
(18169, 6, 44, 8, 6)
(18170, 29, 68, 4, 1)
(18171, 54, 4, 4, 7)
(18172, 33, 1, 6, 2)
(18173, 55, 6, 8, 8)
(18174, 69, 29, 4, 2)
(18175, 22, 56, 8, 2)
(18176, 12, 68, 6, 9)
(18177, 22, 54, 8, 1)
(18178, 68, 4, 8, 6)
(18179, 4, 43, 8, 9)
(18180, 53, 8, 4, 2)
(18181, 5, 46, 6, 9)
(18182, 47, 9, 8, 6)
(18183, 40, 1, 6, 5)
(18184, 40, 8, 2, 4)
(18185, 56, 13, 4, 1)
(18186, 39, 2, 4, 1)
(18187, 75, 23, 2, 6)
(18188, 13, 46, 2, 8)
(18189, 47, 11, 4, 10)
(18190, 8, 49, 6, 2)
(18191, 71, 14, 8, 10)
(18192, 8, 45, 6, 7)
(18193, 39, 5, 2, 9)
(18194, 24, 56, 8, 10)
(18195, 26, 69, 2, 10)
(18196, 12, 59, 2, 6)
(18197, 35, 1, 2, 3)
(18198, 10, 75, 2, 4)
(18199, 25, 59, 6, 10)
(18200, 45, 7, 2, 2)
(18201, 1, 36, 4, 1)
(18202, 15, 75, 4, 5)
(18203, 29, 75, 4, 8)
(18204, 53, 18, 4, 4)
(18205, 69, 17, 6, 6)
(18206, 36, 3, 6, 6)
(18207, 71, 15, 8, 5)
(18208, 6, 52, 8, 3)
(18209, 16, 58, 2, 5)
(18210, 44, 11, 2, 3)
(18211, 17, 56, 4, 8)
(18212, 60, 19, 2, 7)
(18213, 41, 3, 4, 1)
(18214, 37, 3, 8, 3)
(18215, 24, 56, 8, 7)
(18216, 22, 60, 2, 4)
(18217, 31, 71, 8, 6)
(18218, 57, 12, 2, 2)
(18219, 18, 56, 4, 2)
(18220, 4, 49, 4, 7)
(18221, 29, 71, 8, 7)
(18222, 26, 71, 2, 3)
(18223, 30, 71, 2, 4)
(18224, 58, 7, 4, 7)
(18225, 57, 19, 8, 4)
(18226, 26, 68, 4, 10)
(18227, 28, 60, 8, 2)
(18228, 20, 57, 6, 8)
(18229, 51, 8, 2, 6)
(18230, 51, 16, 4, 7)
(18231, 53, 5, 8, 7)
(18232, 26, 58, 2, 4)
(18233, 34, 1, 6, 6)
(18234, 45, 13, 8, 2)
(18235, 75, 4, 2, 10)
(18236, 68, 9, 2, 2)
(18237, 23, 59, 8, 3)
(18238, 30, 71, 6, 10)
(18239, 3, 42, 6, 1)
(18240, 26, 68, 4, 1)
(18241, 27, 60, 4, 1)
(18242, 16, 52, 6, 4)
(18243, 33, 1, 4, 4)
(18244, 42, 10, 8, 1)
(18245, 75, 5, 8, 5)
(18246, 45, 10, 2, 3)
(18247, 2, 41, 6, 1)
(18248, 5, 60, 6, 2)
(18249, 71, 22, 2, 6)
(18250, 44, 1, 4, 5)
(18251, 27, 59, 8, 7)
(18252, 69, 29, 4, 9)
(18253, 24, 59, 2, 4)
(18254, 21, 58, 4, 4)
(18255, 20, 75, 4, 7)
(18256, 1, 40, 2, 2)
(18257, 40, 2, 2, 1)
(18258, 69, 7, 6, 7)
(18259, 49, 2, 2, 6)
(18260, 71, 11, 4, 5)
(18261, 18, 69, 4, 4)
(18262, 71, 26, 6, 5)
(18263, 32, 75, 2, 10)
(18264, 44, 9, 6, 7)
(18265, 35, 3, 8, 7)
(18266, 55, 2, 2, 6)
(18267, 68, 3, 2, 1)
(18268, 71, 16, 8, 8)
(18269, 4, 48, 4, 5)
(18270, 47, 3, 4, 7)
(18271, 7, 42, 4, 4)
(18272, 25, 75, 8, 1)
(18273, 24, 59, 2, 9)
(18274, 55, 21, 8, 5)
(18275, 6, 57, 6, 2)
(18276, 14, 59, 2, 6)
(18277, 6, 56, 6, 4)
(18278, 26, 75, 6, 4)
(18279, 31, 75, 6, 6)
(18280, 71, 20, 4, 8)
(18281, 71, 21, 6, 5)
(18282, 46, 6, 2, 10)
(18283, 1, 39, 2, 5)
(18284, 32, 75, 6, 2)
(18285, 16, 53, 6, 8)
(18286, 1, 52, 2, 7)
(18287, 7, 40, 4, 8)
(18288, 42, 8, 6, 3)
(18289, 13, 51, 8, 3)
(18290, 60, 25, 2, 5)
(18291, 9, 59, 6, 1)
(18292, 13, 60, 2, 5)
(18293, 11, 59, 2, 7)
(18294, 24, 58, 4, 3)
(18295, 15, 55, 8, 4)
(18296, 25, 60, 2, 10)
(18297, 69, 24, 4, 3)
(18298, 21, 55, 8, 3)
(18299, 24, 71, 2, 1)
(18300, 71, 13, 2, 1)
(18301, 15, 58, 4, 4)
(18302, 30, 69, 2, 2)
(18303, 18, 69, 6, 8)
(18304, 56, 22, 4, 8)
(18305, 46, 3, 2, 5)
(18306, 37, 3, 4, 5)
(18307, 36, 3, 4, 1)
(18308, 30, 69, 8, 3)
(18309, 42, 10, 8, 8)
(18310, 44, 10, 2, 3)
(18311, 35, 1, 6, 2)
(18312, 22, 59, 2, 1)
(18313, 55, 12, 2, 2)
(18314, 56, 19, 2, 3)
(18315, 71, 31, 6, 7)
(18316, 26, 68, 4, 4)
(18317, 2, 53, 4, 7)
(18318, 39, 1, 4, 2)
(18319, 13, 49, 2, 6)
(18320, 69, 22, 6, 4)
(18321, 55, 14, 8, 8)
(18322, 39, 2, 2, 6)
(18323, 17, 56, 2, 6)
(18324, 51, 3, 8, 6)
(18325, 43, 2, 2, 9)
(18326, 52, 14, 6, 7)
(18327, 58, 12, 6, 7)
(18328, 36, 3, 6, 8)
(18329, 48, 11, 6, 1)
(18330, 58, 7, 6, 6)
(18331, 33, 1, 4, 1)
(18332, 49, 17, 2, 8)
(18333, 59, 10, 2, 4)
(18334, 20, 71, 8, 6)
(18335, 16, 51, 8, 1)
(18336, 5, 59, 2, 5)
(18337, 55, 19, 6, 8)
(18338, 54, 22, 2, 4)
(18339, 28, 60, 2, 3)
(18340, 21, 75, 8, 1)
(18341, 54, 19, 2, 10)
(18342, 23, 58, 4, 2)
(18343, 7, 42, 2, 7)
(18344, 30, 71, 8, 4)
(18345, 40, 1, 8, 2)
(18346, 12, 75, 8, 4)
(18347, 15, 60, 6, 1)
(18348, 47, 12, 2, 7)
(18349, 41, 3, 6, 9)
(18350, 53, 18, 2, 7)
(18351, 57, 21, 2, 2)
(18352, 34, 2, 6, 2)
(18353, 2, 37, 8, 9)
(18354, 3, 44, 8, 4)
(18355, 19, 55, 2, 8)
(18356, 45, 13, 2, 8)
(18357, 60, 5, 8, 6)
(18358, 34, 2, 2, 8)
(18359, 52, 17, 2, 10)
(18360, 47, 4, 4, 1)
(18361, 41, 9, 2, 5)
(18362, 60, 19, 4, 2)
(18363, 46, 6, 4, 8)
(18364, 21, 56, 2, 4)
(18365, 33, 1, 6, 6)
(18366, 51, 16, 6, 9)
(18367, 35, 2, 2, 9)
(18368, 43, 5, 2, 7)
(18369, 26, 68, 2, 3)
(18370, 47, 11, 2, 7)
(18371, 58, 9, 8, 3)
(18372, 23, 55, 8, 1)
(18373, 22, 69, 2, 8)
(18374, 55, 10, 8, 10)
(18375, 53, 16, 6, 10)
(18376, 25, 69, 4, 2)
(18377, 59, 25, 8, 4)
(18378, 43, 10, 6, 1)
